Entity,Code,Year,cancer_percent,incidence,over65_percent,HDI,life_expectancy,population,urban_percentage,mean_school,GDP_per_capita,equator_dist,BMI,pesticide,cig_prevalence,cig_per_smoker,vegetable,fat,meat,protein,milk,fruit,calories
Malaysia,MYS,2010,0.614883011,162.4399842,4.938167441,0.773,74.493,28208000,70.912,9.8,17653,470.4329984,25.15782248,8.47,18.9,15.7,65.94,88.34,53.83,79.89,35.07,127.0410959,2876
Malaysia,MYS,2011,0.624472041,160.5660081,5.114471037,0.779,74.683,28651000,71.609,10.1,19390,470.4329984,25.27385928,5.74,19,15.4,68.02,88.21,54.05,79.67,32.33,127.8904109,2889
Malaysia,MYS,2012,0.646106371,163.6979629,5.311792902,0.782,74.877,29068000,72.275,10.1,20203,470.4329984,25.39028891,6.6,19.1,15.2,65.94,88.87,54.06,80.13,30.63,130.5205479,2901
Mali,MLI,1990,0.392341967,163.8356559,3.825850041,0.231,45.746,8450000,23.322,0.72,694,1963.155144,20.42236072,0.12,10.1,6.5999999,58.51,56.72,20.9,67.5,59.31,53.39726027,2400
Mali,MLI,1991,0.389655295,161.986642,3.812598814,0.238,46.076,8636000,23.751,0.7,677,1963.155144,20.5338635,0.07,10.1,6.6999998,64.43,56.88,20.04,66.41,55.48,54.9589041,2372
Mali,MLI,1992,0.389754642,161.0557779,3.787687561,0.243,46.305,8850000,24.186,0.8,645,1963.155144,20.64451762,0.04,10.1,6.8000002,57.23,51.08,16.97,67.57,57.11,56.35616438,2355
Mali,MLI,1993,0.387967467,159.6192993,3.752672998,0.25,46.445,9087000,24.624,0.8,726,1963.155144,20.75460637,0.03,10.1,6.8000002,54.86,50.65,16.84,66.76,55.87,56.79452054,2346
Mali,MLI,1994,0.385852095,158.5783378,3.709131772,0.256,46.52,9335000,25.069,0.9,713,1963.155144,20.86467286,0.02,10.1,6.9000001,52.99,56.17,17.4,64.71,50.5,62.8219178,2331
Mali,MLI,1995,0.384135507,157.9391949,3.658091942,0.262,46.573,9586000,25.519,0.9,767,1963.155144,20.97588495,0.02,10.1,7,57.39,49.47,17.11,67.85,50.59,62.93150684,2340
Mali,MLI,1996,0.381930366,156.2509795,3.599831706,0.271,46.658,9838000,25.975,1,847,1963.155144,21.08964956,0.02,10.1,7.0999999,57.38,47.83,17.03,65.8,51.23,73.15068492,2373
Mali,MLI,1997,0.377776867,153.9369224,3.535080156,0.281,46.823,10094000,26.434,1,910,1963.155144,21.2064312,0.01,10.1,7.1999998,59.04,52.92,18.73,66.71,50.92,74.6849315,2360
Mali,MLI,1998,0.372378002,151.4801451,3.463914744,0.291,47.103,10361000,26.948,1.1,908,1963.155144,21.32660906,0.01,10.1,7.3000002,57.06,52.72,19.53,68.56,54.14,76.98630136,2427
Mali,MLI,1999,0.369786297,149.2927973,3.385362836,0.302,47.515,10643000,27.646,1.1,901,1963.155144,21.44920454,0.01,10.1,7.4000001,52,51.64,19.65,69.78,54.89,74.93150684,2451
Mali,MLI,2000,0.367987372,147.9491158,3.299317724,0.308,48.069,10946000,28.356,1.2,885,1963.155144,21.57319666,0.01,10.1,7.5,58.5,51.79,18.25,68.13,52.01,67.89041095,2451
Mali,MLI,2001,0.364863851,146.1725831,3.232274034,0.321,48.758,11272000,29.075,1.3,1034,1963.155144,21.69787973,0.01,10.1,7.5999999,53.03,56.14,19.38,68.38,52.53,80.35616437,2502
Mali,MLI,2002,0.366473401,145.3369706,3.155561382,0.33,49.54,11617000,29.806,1.4,1021,1963.155144,21.82205243,0.01,10.1,7.6999998,61.18,57.05,20.78,68.83,55.43,67.56164383,2498
Mali,MLI,2003,0.365297378,143.6670388,3.075051147,0.343,50.373,11983000,30.547,1.5,1039,1963.155144,21.94474842,0.01,10.1,7.8000002,55.81,57.48,21.91,71.12,66.77,79.12328766,2521
Mali,MLI,2004,0.364354127,142.5914734,2.997832497,0.352,51.224,12369000,31.3,1.6,1072,1963.155144,22.06400641,0.01,10.1,7.9000001,52.42,58.13,20.37,71.5,76.56,85.12328766,2540
Mali,MLI,2005,0.36355827,141.9046756,2.926989407,0.363,52.057,12776000,32.06,1.7,1123,1963.155144,22.17816339,0,10.2,8,56.55,57.95,22,73.45,83.98,74.76712328,2583
Mali,MLI,2006,0.36407345,142.2641426,2.895228782,0.372,52.839,13203000,32.832,1.7,1206,1963.155144,22.28742255,0,10.2,8.1000004,39.19,59.99,21.14,73.86,92.94,84.9589041,2654
Mali,MLI,2007,0.364308418,143.3997974,2.866535047,0.367,53.553,13651000,33.612,1.8,1266,1963.155144,22.39079393,0,10.2,8.3000002,59.86,60.35,21.87,76.59,104.55,84.46575341,2722
Mali,MLI,2008,0.365234517,144.7933992,2.835454116,0.39,54.193,14114000,34.403,1.9,1382,1963.155144,22.48772861,0,10.2,8.3999996,34.66,62.26,23.19,77.71,105.89,76.71232876,2777
Mali,MLI,2009,0.366795086,146.123902,2.795274729,0.398,54.756,14581000,35.2,1.9,1487,1963.155144,22.57781299,0,10.2,8.5,70.63,63.6,24.18,80.26,111.12,75.91780821,2831
Mali,MLI,2010,0.368387619,146.873061,2.744191063,0.403,55.251,15049000,35.999,2,1591,1963.155144,22.66120185,0,10.3,8.6000004,57.52,60.89,24.46,81.6,108.91,84.79452054,2813
Mali,MLI,2011,0.369430795,146.579824,2.709391611,0.408,55.701,15515000,36.799,2,1500,1963.155144,22.73944462,0,10.3,8.6999998,59.18,62.58,24.51,82.57,110.38,76.27397259,2832
Mali,MLI,2012,0.371593847,146.7502398,2.664345609,0.408,56.135,15979000,37.599,2.1,1412,1963.155144,22.81311111,0,10.3,8.6999998,60.66,60.7,21.04,80.82,95.17,85.58904108,2860
Mauritania,MRT,1990,0.389663573,150.7767027,3.077008532,0.378,59.688,2034000,39.323,2.23,1745,2347.189701,22.56368228,0.1,9.8000002,17.9,8.31,64.06,31.04,76.21,145.46,16.71232876,2497
Mauritania,MRT,1991,0.387658819,149.6181703,3.101711183,0.383,59.914,2088000,39.199,2.3,1786,2347.189701,22.69918302,0.09,9.8999996,18.799999,12.61,59.57,30.94,78.03,138.91,19.61643835,2518
Mauritania,MRT,1992,0.387503839,149.0320531,3.123149192,0.391,60.092,2143000,39.075,2.4,1732,2347.189701,22.82876124,0.09,10,19.700001,8.69,65.63,28.38,77.2,148.66,15.78082192,2539
Mauritania,MRT,1993,0.386852546,148.2497314,3.141141453,0.403,60.231,2199000,38.952,2.5,1853,2347.189701,22.95342103,0.09,10.2,20.700001,16.08,63.82,22.6,75.91,153.83,24.52054794,2602
Mauritania,MRT,1994,0.387043653,147.7544679,3.155065182,0.415,60.341,2256000,38.829,2.5,1907,2347.189701,23.07413069,0.08,10.3,21.9,9.28,60.04,23.74,77.96,144.36,30.49315068,2530
Mauritania,MRT,1995,0.386924775,146.8176875,3.164810276,0.422,60.426,2314000,38.705,2.6,1750,2347.189701,23.19229834,0.08,10.5,23.1,6.8,65.93,23.39,73.49,138.58,29.97260274,2575
Mauritania,MRT,1996,0.388054652,146.4027628,3.18808075,0.431,60.493,2373000,38.582,2.7,1938,2347.189701,23.30909589,0.08,10.6,24.200001,10.31,67.35,24.61,76.24,140.51,27.17808219,2603
Mauritania,MRT,1997,0.38745029,144.9702673,3.204766016,0.43,60.545,2434000,38.459,2.8,1824,2347.189701,23.42534855,0.08,10.8,25.6,9.83,62.83,25.29,74.88,140.01,31.17808219,2622
Mauritania,MRT,1998,0.386953982,143.7340243,3.216588629,0.438,60.593,2496000,38.337,2.8,1850,2347.189701,23.54207572,0.08,11,27,9.75,62.5,26.36,78.47,137.55,18.43835616,2655
Mauritania,MRT,1999,0.388050048,142.6702815,3.224722193,0.445,60.643,2562000,38.214,2.9,1955,2347.189701,23.65871466,0.08,11.2,28.4,8.26,68.36,26.42,73.93,135.42,26.05479452,2637
Mauritania,MRT,2000,0.389962049,142.2956077,3.229426903,0.446,60.706,2630000,38.091,3,1945,2347.189701,23.774995,0.08,11.4,29.700001,11.94,66.7,30.82,73.64,123.06,28.2739726,2632
Mauritania,MRT,2001,0.394806104,142.9014294,3.23009177,0.446,60.788,2702000,38.616,3,1938,2347.189701,23.88984313,0.08,11.7,31.200001,9.36,66.27,31.52,77.2,130.96,26.2739726,2625
Mauritania,MRT,2002,0.397969075,142.7111138,3.226846847,0.451,60.892,2778000,39.48,3.1,2056,2347.189701,24.00228014,0.01,11.9,32.700001,11.3,69.14,32.48,79.68,136.14,29.80821917,2638
Mauritania,MRT,2003,0.401776954,142.8757305,3.220309203,0.455,61.018,2857000,40.351,3.2,2304,2347.189701,24.11180397,0.01,12.2,34.099998,12.27,68.8,32.46,82.39,134.09,27.09589041,2712
Mauritania,MRT,2004,0.406330148,143.2565106,3.211026498,0.465,61.17,2939000,41.229,3.3,2359,2347.189701,24.21718621,1.71,12.3,35.700001,13.94,69.87,31.69,77.26,134.04,27.89041095,2599
Mauritania,MRT,2005,0.410634989,143.4370861,3.199860855,0.47,61.349,3024000,42.111,3.4,2648,2347.189701,24.31718293,0,12.4,37.200001,17.03,71.1,30.98,79.03,145.83,29.47945205,2629
Mauritania,MRT,2006,0.416896428,144.3639258,3.19476231,0.479,61.552,3112000,42.998,3.4,2909,2347.189701,24.41150743,0,12.4,38.099998,13.92,71.36,29.67,76.09,133.03,24.24657534,2603
Mauritania,MRT,2007,0.422724567,145.092538,3.186462398,0.479,61.776,3203000,43.89,3.5,2831,2347.189701,24.49969311,0.02,12.5,38.900002,31.85,70.7,28.26,79.49,133.03,45.67123287,2726
Mauritania,MRT,2008,0.429405967,145.8569132,3.175771895,0.48,62.015,3296000,44.788,3.6,2695,2347.189701,24.58152588,0.04,12.6,39.599998,27.42,72.63,26.44,79.13,141.8,47.0958904,2772
Mauritania,MRT,2009,0.435931443,146.7693935,3.163338106,0.487,62.266,3393000,45.686,3.7,2546,2347.189701,24.65649436,0.01,12.8,40.400002,25.04,70.51,28.11,78.85,130.78,35.45205479,2762
Mauritania,MRT,2010,0.441148975,147.4722945,3.150139016,0.49,62.527,3494000,46.588,3.8,2858,2347.189701,24.72503824,0.15,12.9,41,17.37,77.38,27.71,80.16,145.34,33.23287671,2797
Mauritania,MRT,2011,0.448323857,148.6609381,3.144458697,0.494,62.799,3599000,47.493,3.9,3104,2347.189701,24.78799005,0.03,12.9,41.5,22.56,80.65,28.8,79.06,147.17,31.34246575,2806
Mauritania,MRT,2012,0.454983521,149.6864014,3.136362471,0.503,63.079,3707000,48.4,4,3095,2347.189701,24.84611025,0.06,13,41.799999,28.25,81.61,29.41,82.74,156.55,39.53424657,2873
Mauritius,MUS,1990,0.44178555,125.6655396,4.709490201,0.62,69.425,1056000,43.9,5.7,10340,-2273.506017,23.78175565,8.55,21.4,20.299999,42.19,73.84,29.26,69.38,92.16,53.31506849,2785
Mauritius,MUS,1991,0.453064618,124.8521556,4.83481041,0.627,69.721,1068000,43.777,5.8,11178,-2273.506017,23.88471424,7.51,21.4,19.9,42.99,74.78,29.91,70.46,98.25,63.91780821,2789
Mauritius,MUS,1992,0.484716217,131.4018337,4.933256753,0.634,69.972,1083000,43.653,5.9,11138,-2273.506017,23.98217288,6.45,21.5,19.6,45.65,76.62,31.32,71.28,100.13,67.91780821,2814
Mauritius,MUS,1993,0.495900051,132.6004144,5.016876147,0.639,70.154,1099000,43.53,6,11871,-2273.506017,24.07373549,5.42,21.299999,19.4,56.92,78.88,31.57,70.96,102.46,81.31506848,2790
Mauritius,MUS,1994,0.514648874,134.8061408,5.102873345,0.644,70.268,1114000,43.407,6.1,12666,-2273.506017,24.15970056,4.35,21.1,19.4,59.52,89.64,34.23,71.22,112.19,81.91780821,2834
Mauritius,MUS,1995,0.51922879,133.3133695,5.201329349,0.649,70.339,1129000,43.284,6.3,13362,-2273.506017,24.24064438,5,20.799999,19.4,77.72,86.05,31.25,72.07,110.38,80.52054793,2895
Mauritius,MUS,1996,0.527065378,132.9480081,5.392539765,0.653,70.406,1142000,43.161,6.2,14915,-2273.506017,24.31729085,4.64,20.5,19.5,72.4,84.99,32.3,71.82,101.55,80.16438355,2871
Mauritius,MUS,1997,0.532703422,133.9713316,5.596461434,0.657,70.51,1154000,43.038,6.2,14737,-2273.506017,24.39054153,5.55,20,19.799999,78.73,79.08,32.13,72.92,102.45,83.39726026,2828
Mauritius,MUS,1998,0.544033399,134.6302155,5.796446014,0.663,70.677,1165000,42.916,6.2,14977,-2273.506017,24.46045241,5.9,19.6,20.1,73.85,84.41,32.32,73.08,101.35,83.34246574,2861
Mauritius,MUS,1999,0.56278329,137.9376612,5.978781429,0.668,70.912,1176000,42.793,6.2,14764,-2273.506017,24.52743594,5.73,18.9,20.799999,68.97,82.97,33.83,74.99,106.58,87.91780821,2862
Mauritius,MUS,2000,0.581533628,140.7063977,6.141189475,0.674,71.2,1185000,42.67,6.2,14700,-2273.506017,24.5919194,6.32,18.200001,21.5,84.75,84.34,34.99,78.56,108.79,99.61643834,2904
Mauritius,MUS,2001,0.598649009,145.6026197,6.251858379,0.683,71.51,1194000,42.559,6.4,14208,-2273.506017,24.65355518,7.09,17.700001,22.299999,86.43,83.14,38.64,79.86,109.02,106.3561644,2954
Mauritius,MUS,2002,0.607660414,146.1782784,6.34716578,0.688,71.806,1202000,42.447,6.6,14128,-2273.506017,24.71223694,7.47,17.299999,23,77.97,88.25,40.34,81.96,121.04,100.8493151,2953
Mauritius,MUS,2003,0.618210847,148.2188776,6.430718432,0.697,72.062,1209000,42.335,6.8,13834,-2273.506017,24.76846762,8.52,17,23.6,80.37,84.35,40.69,83.09,126.4,120.9041096,2958
Mauritius,MUS,2004,0.625488464,147.2473274,6.508965786,0.705,72.272,1216000,42.223,7,13680,-2273.506017,24.82243025,8.13,17,23.9,83.34,84.67,43.69,85.34,120.64,122.630137,3023
Mauritius,MUS,2005,0.631215491,147.5227185,6.588445364,0.713,72.446,1222000,42.112,7.2,13042,-2273.506017,24.87307536,8.65,17.1,24.1,72.42,87.02,43.47,83.97,120.8,116.4657534,3009
Mauritius,MUS,2006,0.637511497,147.6667254,6.740472392,0.72,72.606,1228000,42,7.4,13815,-2273.506017,24.92151873,9.45,17.200001,24.200001,74.73,88.79,45.21,83.14,110.66,123.0410959,3022
Mauritius,MUS,2007,0.645425968,146.0133983,6.906050706,0.728,72.777,1234000,41.889,7.6,15139,-2273.506017,24.96814878,8.28,17.299999,24.299999,72.24,87.97,47.3,86.71,123.84,124.2465753,3076
Mauritius,MUS,2008,0.658928798,148.6993082,7.098014786,0.734,72.977,1239000,41.777,7.8,15152,-2273.506017,25.0129575,9.52,17.5,24.5,66.47,88.41,49.33,84.54,118.81,151.6712329,3001
Mauritius,MUS,2009,0.663507342,148.9756985,7.332930865,0.742,73.208,1244000,41.666,8,15485,-2273.506017,25.05601186,9.75,17.6,24.6,80.43,86.56,51.15,89.72,133.57,157.3150685,3124
Mauritius,MUS,2010,0.671560031,148.7339881,7.627358358,0.748,73.46,1248000,41.555,8.2,15857,-2273.506017,25.09846465,10.02,17.9,24.700001,79.34,88.14,51.68,90.06,119.15,140.2465753,3151
Mauritius,MUS,2011,0.67238361,147.2928164,8.01211753,0.756,73.718,1251000,41.444,8.5,16483,-2273.506017,25.14174515,9.9,18.1,24.799999,75.41,91.17,52.72,89.03,125.79,148.3013698,3058
Mauritius,MUS,2012,0.693041947,152.1103543,8.442362432,0.768,73.96,1253000,41.332,8.6,16810,-2273.506017,25.18581185,9.19,18.299999,25,72.25,92.08,53.61,87.89,131.07,159.8904109,3014
Mexico,MEX,1990,0.62691981,309.0284744,4.299724008,0.652,70.866,83943000,71.419,5.56,9766,2640.658217,25.56888522,1.12,25.299999,10.5,50.73,74.97,34.71,77.79,97.01,243.5068493,2969
Mexico,MEX,1991,0.645038267,310.228243,4.376379614,0.655,71.248,85513000,71.816,5.7,9946,2640.658217,25.70955576,1.08,24.9,10.4,52.56,80.41,38.55,78.84,82.06,242.8219178,2989
Mexico,MEX,1992,0.668862245,313.9877285,4.457663909,0.66,71.61,87075000,72.209,5.9,10169,2640.658217,25.84883743,1.08,24.299999,10.2,52.62,80.17,39.82,79.72,97.63,258.2465753,3000
Mexico,MEX,1993,0.69230064,318.2944774,4.542141624,0.664,71.953,88625000,72.598,6.1,10050,2640.658217,25.98644399,1.07,23.6,10.1,47.42,81.79,40.99,80.12,106.35,255.5068493,3008
Mexico,MEX,1994,0.711490297,321.2093729,4.627407483,0.67,72.279,90156000,72.985,6.2,10221,2640.658217,26.12162891,1.07,22.1,10.3,41.57,82.28,43.81,80.59,97.26,274.6849315,3005
Mexico,MEX,1995,0.729727066,324.0769136,4.712530213,0.672,72.598,91663000,73.368,6.4,9100,2640.658217,26.2539771,1.07,20.700001,11,41.28,80.47,43.25,79.84,90.99,272.1917808,2967
Mexico,MEX,1996,0.738584684,323.2769016,4.80482451,0.679,72.925,93147000,73.67,6.5,9145,2640.658217,26.38220747,1.06,19.1,11.7,44.95,82.81,41.6,79.69,91.52,287.5616438,2991
Mexico,MEX,1997,0.750639108,323.5549028,4.89458615,0.685,73.268,94611000,73.929,6.5,9674,2640.658217,26.50617907,1.06,17.200001,12.5,54.55,83.47,44.83,81.4,93.84,280.1917808,2967
Mexico,MEX,1998,0.761979946,323.7439882,4.981746074,0.693,73.625,96056000,74.186,6.6,10217,2640.658217,26.62577442,1.05,15.7,13.1,57.78,83.42,48.59,82.11,96.22,247.6986301,2971
Mexico,MEX,1999,0.767740427,321.6410641,5.066658985,0.698,73.988,97485000,74.441,6.6,10391,2640.658217,26.74026747,1.05,14.3,13.7,70.66,81.81,50.39,83.72,102.41,268.6849315,2982
Mexico,MEX,2000,0.768463194,319.2114029,5.150916061,0.705,74.34,98900000,74.722,6.7,11338,2640.658217,26.84847916,1.05,13.2,13.9,62.61,83.16,53.05,86.1,105.96,292.5205479,3037
Mexico,MEX,2001,0.772110872,318.3069171,5.240641869,0.708,74.658,100298000,75.045,6.8,11300,2640.658217,26.95035404,0.91,12.4,14.2,68.39,84.85,54.79,87.67,110.01,312.8767123,3085
Mexico,MEX,2002,0.78091963,320.3910154,5.326674426,0.714,74.922,101685000,75.365,7,11311,2640.658217,27.04655265,0.45,11.8,14.4,65.03,87.15,56.51,87.9,109.01,308.109589,3103
Mexico,MEX,2003,0.788141739,322.1506228,5.415262674,0.72,75.118,103081000,75.682,7.1,11480,2640.658217,27.13699142,0.63,11.2,14.7,66.74,86.89,55.98,87.37,109.37,305.9726027,3109
Mexico,MEX,2004,0.789329681,321.172852,5.513418886,0.726,75.243,104515000,75.997,7.4,12193,2640.658217,27.22242061,0.72,10.9,14.6,66.1,89.36,57.02,87.32,109.56,312.3835616,3105
Mexico,MEX,2005,0.799949327,323.7424102,5.624972955,0.729,75.3,106005000,76.308,7.6,13018,2640.658217,27.30339942,1.51,10.5,14.4,63.4,90.91,58.71,87.06,110.29,297.6986301,3065
Mexico,MEX,2006,0.800728655,322.211585,5.712355206,0.737,75.296,107560000,76.616,8,13713,2640.658217,27.38069091,1.48,10.1,14.3,61.69,89.21,59.62,88.02,106.34,307.8904109,3079
Mexico,MEX,2007,0.8034163,321.1327565,5.811660553,0.738,75.255,109171000,76.92,8,14180,2640.658217,27.45490559,1.95,9.6999998,14.1,64.64,91.14,59.93,88.65,109.05,300.1643835,3101
Mexico,MEX,2008,0.818014687,325.1116042,5.919340305,0.74,75.194,110815000,77.222,8,14442,2640.658217,27.52781703,1.96,9.3999996,13.9,62.03,91.06,60.92,88.19,109.04,304.6849315,3079
Mexico,MEX,2009,0.832028275,327.6921381,6.030165932,0.739,75.128,112464000,77.52,8.2,13474,2640.658217,27.59986393,2.03,9.3000002,14,54.95,89.76,61.4,86.87,108.7,294.1369863,3043
Mexico,MEX,2010,0.829163196,324.4922542,6.143181679,0.739,75.065,114093000,77.815,8,14276,2640.658217,27.67234057,2.16,9.5,13.4,56.21,90.57,61.36,87.14,106.68,266.9863013,3041
Mexico,MEX,2011,0.829977119,322.0447857,6.244205424,0.746,75.011,115695000,78.111,8.4,15210,2640.658217,27.74610487,2.23,9.6999998,12.6,51.63,92.91,60.97,85.44,111.19,275.8082191,3028
Mexico,MEX,2012,0.839585275,322.6578204,6.343394246,0.752,74.966,117274000,78.405,8.6,15203,2640.658217,27.82032056,2.16,9.8999996,11.8,59.84,91.41,61.26,86.59,114.02,268.6575342,3049
Moldova,MDA,1990,0.94052197,221.3690289,8.29155179,0.653,67.643,4366000,46.762,8.09,4273,5297.252224,25.36935902,1.32,26.200001,29.1,109.76,59.14,46.7,71.11,144.29,152.6849315,2475
Moldova,MDA,1991,0.961247539,226.2052375,8.475971703,0.642,67.563,4375000,46.669,8.1,4104,5297.252224,25.42972903,1.32,25.9,28.799999,109.76,59.14,46.7,71.11,144.29,152.6849315,2475
Moldova,MDA,1992,0.953694734,220.3298772,8.657640423,0.622,67.408,4377000,46.575,8.2,2451,5297.252224,25.48745769,1.32,25.1,27.799999,109.76,59.14,46.7,71.11,144.29,152.6849315,2475
Moldova,MDA,1993,0.96331274,223.3121197,8.820913326,0.62,67.221,4371000,46.481,8.3,2490,5297.252224,25.54406052,1.14,24.5,26.9,106.21,55.64,34.03,67.06,140.21,224.6849315,2480
Moldova,MDA,1994,0.988823443,234.92637,8.941987274,0.598,67.03,4359000,46.387,8.5,2260,5297.252224,25.60144009,1.17,23.6,25.5,90.33,53.56,28,65.02,137,185.5068493,2443
Moldova,MDA,1995,0.991887876,235.8927137,9.009290657,0.605,66.867,4341000,46.294,8.6,2350,5297.252224,25.66026986,1.19,22.9,24.200001,96.32,51.34,22.74,65.9,142.26,164.3561644,2492
Moldova,MDA,1996,0.969638042,224.2865193,9.17756103,0.602,66.761,4316000,46.2,8.7,2293,5297.252224,25.72222404,1.22,22.200001,22.9,73.46,52.17,23.54,64.93,144.32,175.8082192,2449
Moldova,MDA,1997,0.926754973,206.9969944,9.276393267,0.604,66.722,4286000,45.797,8.8,2166,5297.252224,25.78779852,1.24,21.200001,22.299999,76.33,45.61,20.42,66.52,137.72,208.8219178,2456
Moldova,MDA,1998,0.897804515,198.8856105,9.331899044,0.604,66.752,4255000,45.394,8.8,1983,5297.252224,25.85784231,1.27,20.4,21.700001,108.6,49.33,22.06,67.44,141.22,150.2465753,2462
Moldova,MDA,1999,0.888807798,198.0200402,9.376740043,0.607,66.852,4226000,44.992,8.9,1647,5297.252224,25.93222733,1.29,19.799999,21.1,105.13,46.72,18.96,66.15,133.47,151.3972603,2481
Moldova,MDA,2000,0.888853289,199.7097202,9.421275774,0.609,67.006,4203000,44.589,9,1801,5297.252224,26.01028827,1.33,19.299999,20.799999,78.24,42.76,19.52,67.72,138.08,147.4520548,2500
Moldova,MDA,2001,0.897464619,200.1383004,9.570816793,0.618,67.185,4187000,44.189,9.3,1892,5297.252224,26.09131163,1.34,19.1,20.9,103.43,42.15,22.98,68.94,136.57,152.739726,2525
Moldova,MDA,2002,0.909730729,201.5057093,9.719115511,0.628,67.362,4178000,43.789,9.6,2104,5297.252224,26.17427414,1.22,19,21.4,91.11,45.23,23.04,71,150.26,150.8219178,2569
Moldova,MDA,2003,0.929906181,204.788872,9.846657564,0.641,67.521,4173000,43.389,9.8,2368,5297.252224,26.25816266,1.27,19,22.299999,98.77,52.24,23.31,68.87,145.46,138.1643835,2555
Moldova,MDA,2004,0.950757786,210.0514278,9.921090874,0.651,67.665,4168000,42.99,10.1,2504,5297.252224,26.34146111,1.36,19.200001,23.5,85.67,55.68,29.1,72.01,138.49,117.369863,2582
Moldova,MDA,2005,0.984519867,220.2731868,9.925388762,0.658,67.82,4159000,42.775,10.4,2816,5297.252224,26.42310091,1.12,19.4,24.9,103.99,60.72,37.03,75.78,154.62,116.0273972,2625
Moldova,MDA,2006,1.006385148,224.0364064,10.04588467,0.667,68.022,4146000,42.744,10.6,3114,5297.252224,26.50222264,1.16,19.200001,26.9,138.09,67.32,37.84,74.62,154.18,125.7808219,2694
Moldova,MDA,2007,1.013237343,223.3370842,10.11896461,0.672,68.302,4130000,42.713,10.9,3259,5297.252224,26.57872766,1.2,19.1,29,66.51,75.84,35.8,71.71,151.26,127.5890411,2754
Moldova,MDA,2008,1.022819523,223.828215,10.15397685,0.677,68.671,4113000,42.682,10.9,3503,5297.252224,26.65181967,1.38,19.1,31.200001,115.65,82.94,32.4,72.07,155.86,148,2788
Moldova,MDA,2009,1.037997192,228.2758454,10.16056549,0.673,69.119,4098000,42.651,11,3568,5297.252224,26.72144182,1.09,19.200001,32.900002,108.25,88.02,29.2,68.29,150.38,104.8493151,2695
Moldova,MDA,2010,1.050390669,230.4034986,10.14590753,0.681,69.616,4086000,42.62,11.1,4180,5297.252224,26.78791554,1.17,19.4,34.599998,108.67,83.13,35.9,71.86,158.4,112.109589,2680
Moldova,MDA,2011,1.039090953,222.2472431,10.14183298,0.687,70.119,4079000,42.589,11.1,4892,5297.252224,26.85339011,1.16,20.1,35.599998,109.16,84.65,37.32,71.2,154.38,119.7260274,2700
Moldova,MDA,2012,1.045131123,220.2164939,10.08062696,0.693,70.581,4076000,42.558,11.4,4938,5297.252224,26.91832893,1.1,20.9,36.299999,72.36,86.44,38.95,70.47,148.63,169.9726027,2713
Mozambique,MOZ,1990,0.450234338,167.1237866,3.632150567,0.217,45.261,12987000,25,0.83,489,-2085.49869,20.50790228,0.03,11.3,3.5999999,13.46,37.16,4.87,31.17,6.85,66.9589041,1808
Mozambique,MOZ,1991,0.44985381,166.8206975,3.601919623,0.22,45.647,13328000,25.487,1,538,-2085.49869,20.64071076,0.03,11.3,3.5999999,11.03,36.99,4.95,30.23,9.61,60.63013698,1712
Mozambique,MOZ,1992,0.450503589,167.2497944,3.563443172,0.215,46.033,13806000,25.98,1.1,465,-2085.49869,20.76554313,0.03,11.3,3.5999999,7.41,36.2,4.92,30.12,7.97,47.64383561,1693
Mozambique,MOZ,1993,0.449962624,167.367465,3.519002855,0.221,46.41,14371000,26.479,1.2,477,-2085.49869,20.88308525,0.03,11.3,3.5,8.97,33.34,4.82,31.07,7.44,54.84931506,1696
Mozambique,MOZ,1994,0.447403724,166.6451106,3.473664254,0.228,46.772,14948000,26.984,1.3,503,-2085.49869,20.99403326,0.03,11.4,3.5,8.02,31.53,5.03,30.78,7.62,49.91780821,1684
Mozambique,MOZ,1995,0.444845526,166.0606254,3.432204249,0.235,47.123,15483000,27.495,1.5,443,-2085.49869,21.09941631,0.02,11.4,3.5,8.42,39.7,11.23,36.88,6.87,52.30136986,1848
Mozambique,MOZ,1996,0.443082713,165.9955371,3.424829964,0.258,47.47,15960000,28.013,1.7,511,-2085.49869,21.19904776,0.02,11.4,3.5,8.76,40.26,11.2,37.09,7.4,54.13698629,1940
Mozambique,MOZ,1997,0.442473973,166.7514224,3.411274973,0.271,47.826,16397000,28.535,1.9,567,-2085.49869,21.29431861,0.01,11.4,3.5,8.81,40.54,11.1,37.56,6.79,54.16438355,1972
Mozambique,MOZ,1998,0.433545851,164.6904377,3.392338112,0.283,48.194,16814000,28.742,2,579,-2085.49869,21.38606347,0.01,11.4,3.5999999,8.81,40.08,11.22,37.88,6.18,54.19178081,1987
Mozambique,MOZ,1999,0.425776463,162.6934756,3.366861925,0.294,48.572,17244000,28.92,2.1,548,-2085.49869,21.47499301,0.01,11.4,3.7,8.82,40.16,10.86,36.43,5.48,53.28767123,2000
Mozambique,MOZ,2000,0.418521233,161.1628785,3.334143145,0.301,48.946,17712000,29.098,2.2,606,-2085.49869,21.5617262,0.01,11.3,3.8,5.87,38.71,10.93,36.46,5.72,39.97260273,1990
Mozambique,MOZ,2001,0.407606933,158.0640967,3.31682425,0.314,49.295,18222000,29.277,2.4,642,-2085.49869,21.64606087,0.01,11.3,3.9000001,6.47,37,10.33,35.44,4.95,41.39726027,1984
